DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	TotalCost	RedispatchingCosts	CountertradingCosts	Currency	StatusCode	UpdateTime
2020-06-01 00:00:00.000	P1M	10YSE-1--------K	CTA	SE CTA	SE	219148.00	-8271.00	227419.00	EUR	A05	2020-07-02 15:16:18
2020-06-01 00:00:00.000	P1M	10YGB----------A	CTA	UK(National Grid) CTA	GB	0.00	0.00	0.00	GBP	A05	2020-07-01 18:16:17
2020-06-01 00:00:00.000	P1M	10Y1001A1001A39I	CTA	EE CTA	EE	0.00	0.00	0.00	EUR	A05	2020-07-02 09:01:48
2020-06-01 00:00:00.000	P1M	10Y1001A1001A796	CTA	DK CTA	DK	0.00	0.00	0.00	EUR	A05	2020-07-10 13:46:26
2020-06-01 00:00:00.000	P1M	10YDE-VE-------2	CTA	DE(50Hertz) CTA	DE_50HzT	2735231.67	2552502.37	182729.30	EUR	A05	2022-01-31 18:46:07
2020-06-01 00:00:00.000	P1M	10YNO-0--------C	CTA	NO CTA	NO	789431.00	0.00	25168.00	EUR	A05	2020-07-15 05:31:27
2020-06-01 00:00:00.000	P1M	10YPT-REN------W	CTA	PT CTA	PT	0.00	0.00	0.00	EUR	A05	2020-07-15 09:16:36
2020-06-01 00:00:00.000	P1M	10YIT-GRTN-----B	CTA	IT CTA	IT	0.00	0.00	0.00	EUR	A05	2020-07-20 12:16:23
2020-06-01 00:00:00.000	P1M	10YDE-EON------1	CTA	DE(TenneT DE) CTA	DE_TenneT_GER	38003028.59	25468459.83	12532207.03	EUR	A05	2021-11-26 22:15:51
2020-06-01 00:00:00.000	P1M	10YES-REE------0	CTA	ES CTA	ES	878336.71	0.00	878336.71	EUR	A05	2020-07-28 08:16:13
2020-06-01 00:00:00.000	P1M	10YAT-APG------L	CTA	AT CTA	AT	14172048.12	14172048.12	0.00	EUR	A05	2021-05-12 14:31:04
2020-06-01 00:00:00.000	P1M	10YDE-RWENET---I	CTA	DE(Amprion) CTA	DE_Amprion	3642805.78	3642805.78	0.00	EUR	A05	2022-01-28 14:01:14
2020-06-01 00:00:00.000	P1M	10YDE-ENBW-----N	CTA	DE(TransnetBW) CTA	DE_TransnetBW	5539675.66	5539675.66	0.00	EUR	A05	2021-02-11 19:15:48
2020-06-01 00:00:00.000	P1M	10YCS-SERBIATSOV	CTA	RS CTA	RS	0.00	0.00	0.00	EUR	A05	2020-07-31 00:16:14
2020-06-01 00:00:00.000	P1M	10YBE----------2	CTA	BE CTA	BE	16880.41	16880.41	0.00	EUR	A05	2020-07-31 01:16:17
2020-06-01 00:00:00.000	P1M	10YHU-MAVIR----U	CTA	HU CTA	HU	52933617.50	0.00	0.00	HUF	A05	2020-08-12 10:16:41
2020-06-01 00:00:00.000	P1M	10YFI-1--------U	CTA	FI CTA	FI	134377.00	23090.00	111287.00	EUR	A05	2021-04-01 11:31:11
2020-06-01 00:00:00.000	P1M	10YPL-AREA-----S	CTA	PL CTA	PL	16482.54	38902.61	-22420.07	PLN	A05	2021-01-25 11:15:49
2020-06-01 00:00:00.000	P1M	10YFR-RTE------C	CTA	FR CTA	FR	632217.00	0.00	632217.00	EUR	A05	2021-03-31 12:31:15
2020-06-01 00:00:00.000	P1M	10YLV-1001A00074	CTA	LV CTA	LV	0.00	0.00	0.00	EUR	A05	2022-07-13 08:46:01
