DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	TotalCost	RedispatchingCosts	CountertradingCosts	Currency	StatusCode	UpdateTime
2016-11-01 00:00:00.000	P1M	10YDE-ENBW-----N	CTA	DE(TransnetBW) CTA	DE_TransnetBW	1964237.31	1964237.31	0.00	EUR	A05	2018-03-21 12:01:32
2016-11-01 00:00:00.000	P1M	10YSE-1--------K	CTA	SE CTA	SE	18845.34	0.00	16899.42	EUR	A05	2017-09-14 15:19:25
2016-11-01 00:00:00.000	P1M	10YBE----------2	CTA	BE CTA	BE	0.00	0.00	0.00	EUR	A05	2017-09-14 15:19:25
2016-11-01 00:00:00.000	P1M	10YNO-0--------C	CTA	NO CTA	NO	-3572.01	0.00	-3572.01	EUR	A05	2017-09-14 15:19:25
2016-11-01 00:00:00.000	P1M	10YLV-1001A00074	CTA	LV CTA	LV	0.00	0.00	0.00	EUR	A05	2017-09-14 15:19:25
2016-11-01 00:00:00.000	P1M	10Y1001A1001A39I	CTA	EE CTA	EE	0.00	0.00	0.00	EUR	A05	2017-09-14 15:19:25
2016-11-01 00:00:00.000	P1M	10YFR-RTE------C	CTA	FR CTA	FR	301000.00	0.00	301000.00	EUR	A05	2017-09-14 15:19:25
2016-11-01 00:00:00.000	P1M	10YPT-REN------W	CTA	PT CTA	PT	0.00	0.00	0.00	EUR	A05	2017-09-14 15:19:25
2016-11-01 00:00:00.000	P1M	10YAT-APG------L	CTA	AT CTA	AT	762550.94	762550.94	0.00	EUR	A05	2017-09-14 15:19:25
2016-11-01 00:00:00.000	P1M	10YIT-GRTN-----B	CTA	IT CTA	IT	0.00	0.00	0.00	EUR	A05	2017-09-14 15:19:25
2016-11-01 00:00:00.000	P1M	10YES-REE------0	CTA	ES CTA	ES	197381.55	0.00	197381.55	EUR	A05	2017-09-14 15:19:25
2016-11-01 00:00:00.000	P1M	10YHU-MAVIR----U	CTA	HU CTA	HU	0.00	0.00	0.00	HUF	A05	2017-09-14 15:19:25
2016-11-01 00:00:00.000	P1M	10YDE-VE-------2	CTA	DE(50Hertz) CTA	DE_50HzT	20350604.65	20024184.04	326420.61	EUR	A05	2017-09-25 15:50:15
2016-11-01 00:00:00.000	P1M	10YDE-RWENET---I	CTA	DE(Amprion) CTA	DE_Amprion	719065.24	719065.24	0.00	EUR	A05	2017-09-14 15:19:25
2016-11-01 00:00:00.000	P1M	10YDE-EON------1	CTA	DE(TenneT DE) CTA	DE_TenneT_GER	35483123.00	35156703.00	326420.00	EUR	A05	2017-12-20 00:01:14
2016-11-01 00:00:00.000	P1M	10YGB----------A	CTA	UK(National Grid) CTA	GB	0.00	0.00	0.00	GBP	A05	2017-09-14 15:19:25
2016-11-01 00:00:00.000	P1M	10YPL-AREA-----S	CTA	PL CTA	PL	242746.36	0.00	242746.36	PLN	A05	2017-09-14 15:19:25
2016-11-01 00:00:00.000	P1M	10Y1001A1001A796	CTA	DK CTA	DK	-11965.71	0.00	-11965.71	EUR	A05	2017-09-14 15:19:25
2016-11-01 00:00:00.000	P1M	10YCH-SWISSGRIDZ	CTA	CH CTA	CH	627164.00	0.00	522279.00	EUR	A05	2017-09-14 15:19:25
2016-11-01 00:00:00.000	P1M	10YLT-1001A0008Q	CTA	LT CTA	LT	19.71	0.00	19.71	EUR	A05	2017-09-14 15:19:25
