DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	TotalCost	RedispatchingCosts	CountertradingCosts	Currency	StatusCode	UpdateTime
2022-07-01 00:00:00.000	P1M	10YSE-1--------K	CTA	SE CTA	SE	76141.00	37960.00	38181.00	EUR	A05	2022-08-31 15:01:02.002
2022-07-01 00:00:00.000	P1M	10YAT-APG------L	CTA	AT CTA	AT	13501728.52	13501728.52	0.00	EUR	A05	2022-10-13 13:30:44.044
2022-07-01 00:00:00.000	P1M	10YPL-AREA-----S	CTA	PL CTA	PL	113849.95	0.00	113849.95	PLN	A05	2022-08-10 15:15:56.056
2022-07-01 00:00:00.000	P1M	10YHU-MAVIR----U	CTA	HU CTA	HU	189963025.00	0.00	0.00	HUF	A05	2022-08-12 11:45:52.052
2022-07-01 00:00:00.000	P1M	10YNO-0--------C	CTA	NO CTA	NO	7336908.00	0.00	45086.00	EUR	A05	2022-08-15 05:30:54.054
2022-07-01 00:00:00.000	P1M	10YPT-REN------W	CTA	PT CTA	PT	0.00	0.00	-26868.13	EUR	A05	2022-08-15 09:16:04.004
2022-07-01 00:00:00.000	P1M	10YDE-VE-------2	CTA	DE(50Hertz) CTA	DE_50HzT	22247982.31	21213024.94	1034957.37	EUR	A05	2023-01-31 21:01:05.005
2022-07-01 00:00:00.000	P1M	10YDE-ENBW-----N	CTA	DE(TransnetBW) CTA	DE_TransnetBW	12109247.00	12109247.00	0.00	EUR	A05	2024-07-09 11:02:49.049
2022-07-01 00:00:00.000	P1M	10YES-REE------0	CTA	ES CTA	ES	79504836.47	0.00	79504836.47	EUR	A05	2022-08-28 07:46:06.006
2022-07-01 00:00:00.000	P1M	10YCS-SERBIATSOV	CTA	RS CTA	RS	87519.76	87519.76	0.00	EUR	A05	2022-08-29 00:30:58.058
2022-07-01 00:00:00.000	P1M	10YDE-EON------1	CTA	DE(TenneT DE) CTA	DE_TenneT_GER	190218322.25	133752027.29	56466256.34	EUR	A05	2023-12-20 13:31:12.012
2022-07-01 00:00:00.000	P1M	10YBE----------2	CTA	BE CTA	BE	0.00	0.00	0.00	EUR	A05	2022-08-31 01:15:53.053
2022-07-01 00:00:00.000	P1M	10YDE-RWENET---I	CTA	DE(Amprion) CTA	DE_Amprion	77134726.76	77134726.76	0.00	EUR	A05	2023-09-29 16:46:14.014
2022-07-01 00:00:00.000	P1M	10YLT-1001A0008Q	CTA	LT CTA	LT	1773.71	0.00	1773.71	EUR	A05	2022-09-15 20:16:15.015
2022-07-01 00:00:00.000	P1M	10Y1001A1001A39I	CTA	EE CTA	EE	76593.82	0.00	76593.82	EUR	A05	2022-09-21 10:18:26.026
2022-07-01 00:00:00.000	P1M	10YFR-RTE------C	CTA	FR CTA	FR	26866829.00	0.00	26866829.00	EUR	A05	2022-10-06 18:30:45.045
2022-07-01 00:00:00.000	P1M	10YLV-1001A00074	CTA	LV CTA	LV	0.00	0.00	0.00	EUR	A05	2023-01-06 11:00:54.054
2022-07-01 00:00:00.000	P1M	10YFI-1--------U	CTA	FI CTA	FI	159746.00	0.00	159746.00	EUR	A05	2023-03-22 15:01:07.007
2022-07-01 00:00:00.000	P1M	10YMK-MEPSO----8	CTA	MK CTA	MK	0.00	0.00	0.00	EUR	A05	2023-05-23 12:16:46.046
2022-07-01 00:00:00.000	P1M	10YIT-GRTN-----B	CTA	IT CTA	IT	283326.53	0.00	283326.53	EUR	A05	2023-07-29 19:01:24.024
