DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	TotalCost	RedispatchingCosts	CountertradingCosts	Currency	StatusCode	UpdateTime
2024-02-01 00:00:00.000	P1M	10YMK-MEPSO----8	CTA	MK CTA	MK	0.00	0.00	0.00	EUR	A05	2024-02-02 01:01:56.056
2024-02-01 00:00:00.000	P1M	10YSE-1--------K	CTA	SE CTA	SE	15864.00	94435.00	-78571.00	EUR	A05	2024-03-01 15:02:41.041
2024-02-01 00:00:00.000	P1M	10YCH-SWISSGRIDZ	CTA	CH CTA	CH	0.00	0.00	0.00	EUR	A05	2024-03-01 16:31:23.023
2024-02-01 00:00:00.000	P1M	10YHU-MAVIR----U	CTA	HU CTA	HU	0.00	0.00	0.00	HUF	A05	2024-03-14 09:01:42.042
2024-02-01 00:00:00.000	P1M	10YDE-VE-------2	CTA	DE(50Hertz) CTA	DE_50HzT	15062248.90	14920549.86	141699.04	EUR	A05	2025-03-05 11:46:34.034
2024-02-01 00:00:00.000	P1M	10YNO-0--------C	CTA	NO CTA	NO	831388.00	0.00	0.00	EUR	A05	2024-03-15 05:31:32.032
2024-02-01 00:00:00.000	P1M	10YPT-REN------W	CTA	PT CTA	PT	0.00	0.00	31760.49	EUR	A05	2024-03-15 09:31:35.035
2024-02-01 00:00:00.000	P1M	10YLV-1001A00074	CTA	LV CTA	LV	0.00	0.00	0.00	EUR	A05	2024-03-19 11:01:21.021
2024-02-01 00:00:00.000	P1M	10YPL-AREA-----S	CTA	PL CTA	PL	17791.13	0.00	17791.13	PLN	A05	2024-03-25 09:02:02.002
2024-02-01 00:00:00.000	P1M	10YDE-ENBW-----N	CTA	DE(TransnetBW) CTA	DE_TransnetBW	12869444.00	12869444.00	0.00	EUR	A05	2025-03-26 16:11:58.058
2024-02-01 00:00:00.000	P1M	10YES-REE------0	CTA	ES CTA	ES	0.00	0.00	0.00	EUR	A05	2024-03-28 07:47:08.008
2024-02-01 00:00:00.000	P1M	10YDE-RWENET---I	CTA	DE(Amprion) CTA	DE_Amprion	27603068.68	27603068.68	0.00	EUR	A05	2025-01-29 12:17:09.009
2024-02-01 00:00:00.000	P1M	10YDE-EON------1	CTA	DE(TenneT DE) CTA	DE_TenneT_GER	101696949.58	97315171.68	4381777.90	EUR	A05	2025-03-28 22:01:48.048
2024-02-01 00:00:00.000	P1M	10YAT-APG------L	CTA	AT CTA	AT	4613247.11	4613247.11	0.00	EUR	A05	2024-07-12 08:31:49.049
2024-02-01 00:00:00.000	P1M	10YCS-SERBIATSOV	CTA	RS CTA	RS	0.00	0.00	0.00	EUR	A05	2024-03-31 00:31:03.003
2024-02-01 00:00:00.000	P1M	10YBE----------2	CTA	BE CTA	BE	0.00	0.00	0.00	EUR	A05	2024-03-31 01:16:19.019
2024-02-01 00:00:00.000	P1M	10YFR-RTE------C	CTA	FR CTA	FR	3528776.00	0.00	3528776.00	EUR	A05	2024-04-08 11:02:12.012
2024-02-01 00:00:00.000	P1M	10YLT-1001A0008Q	CTA	LT CTA	LT	0.00	0.00	0.00	EUR	A05	2024-05-21 08:01:59.059
2024-02-01 00:00:00.000	P1M	10YIT-GRTN-----B	CTA	IT CTA	IT	560373.50	0.00	560373.50	EUR	A05	2024-07-26 16:31:53.053
