DateTime	ResolutionCode	AreaCode	AreaTypeCode	AreaName	MapCode	TotalCost	RedispatchingCosts	CountertradingCosts	Currency	StatusCode	UpdateTime
2018-08-01 00:00:00.000	P1M	10YCS-SERBIATSOV	CTA	RS CTA	RS	0.00	0.00	0.00	EUR	A05	2018-08-10 08:01:28
2018-08-01 00:00:00.000	P1M	10YSE-1--------K	CTA	SE CTA	SE	421421.60	0.00	6142.72	EUR	A05	2018-09-05 03:31:09
2018-08-01 00:00:00.000	P1M	10YNO-0--------C	CTA	NO CTA	NO	261143.87	0.00	261143.87	EUR	A05	2018-09-03 04:01:18
2018-08-01 00:00:00.000	P1M	10YBE----------2	CTA	BE CTA	BE	0.00	0.00	0.00	EUR	A05	2018-09-05 00:16:08
2018-08-01 00:00:00.000	P1M	10YDE-EON------1	CTA	DE(TenneT DE) CTA	DE_TenneT_GER	37591598.00	36577535.00	1011857.00	EUR	A05	2019-12-19 22:16:10
2018-08-01 00:00:00.000	P1M	10YGB----------A	CTA	UK(National Grid) CTA	GB	0.00	0.00	0.00	GBP	A05	2018-09-12 09:31:12
2018-08-01 00:00:00.000	P1M	10YLT-1001A0008Q	CTA	LT CTA	LT	36328.54	0.00	36328.54	EUR	A05	2018-09-12 13:16:22
2018-08-01 00:00:00.000	P1M	10YDE-VE-------2	CTA	DE(50Hertz) CTA	DE_50HzT	6617301.81	6585167.56	32134.25	EUR	A05	2019-04-30 14:16:08
2018-08-01 00:00:00.000	P1M	10Y1001A1001A796	CTA	DK CTA	DK	0.00	0.00	0.00	EUR	A05	2018-09-14 14:31:21
2018-08-01 00:00:00.000	P1M	10YPT-REN------W	CTA	PT CTA	PT	0.00	0.00	0.00	EUR	A05	2018-09-15 09:15:57
2018-08-01 00:00:00.000	P1M	10YHU-MAVIR----U	CTA	HU CTA	HU	0.00	0.00	0.00	HUF	A05	2018-09-18 16:23:14
2018-08-01 00:00:00.000	P1M	10YIT-GRTN-----B	CTA	IT CTA	IT	0.00	0.00	0.00	EUR	A05	2018-09-20 12:16:18
2018-08-01 00:00:00.000	P1M	10YDE-ENBW-----N	CTA	DE(TransnetBW) CTA	DE_TransnetBW	159358.90	159358.90	0.00	EUR	A05	2019-01-28 12:16:01
2018-08-01 00:00:00.000	P1M	10YES-REE------0	CTA	ES CTA	ES	144169.10	0.00	144169.10	EUR	A05	2018-10-24 11:45:58
2018-08-01 00:00:00.000	P1M	10YAT-APG------L	CTA	AT CTA	AT	18759484.23	18759484.23	0.00	EUR	A05	2020-02-06 17:16:14
2018-08-01 00:00:00.000	P1M	10YPL-AREA-----S	CTA	PL CTA	PL	157911.27	0.00	157911.27	PLN	A05	2018-11-05 11:31:27
2018-08-01 00:00:00.000	P1M	10Y1001A1001A39I	CTA	EE CTA	EE	479260.38	0.00	479260.38	EUR	A05	2018-11-24 13:15:44
2018-08-01 00:00:00.000	P1M	10YDE-RWENET---I	CTA	DE(Amprion) CTA	DE_Amprion	1404688.31	1404688.31	0.00	EUR	A05	2020-06-04 16:16:33
2018-08-01 00:00:00.000	P1M	10YFI-1--------U	CTA	FI CTA	FI	4220.00	13156.00	-8936.00	EUR	A05	2019-08-09 08:46:03
2018-08-01 00:00:00.000	P1M	10YFR-RTE------C	CTA	FR CTA	FR	244919.00	0.00	244919.00	EUR	A05	2020-03-16 17:16:15
