"date","price"
"2018-03-13",39.86
"2018-03-14",46.78
"2018-03-15",24.63
"2018-03-16",29.32
"2018-03-17",3.98
"2018-03-18",1.79
"2018-03-19",49.12
"2018-03-20",42.94
"2018-03-21",51.83
"2018-03-22",43.59
"2018-03-23",52.89
"2018-03-24",41.4
"2018-03-25",37.73
"2018-03-26",52.82
"2018-03-27",45.07
"2018-03-28",40.53
"2018-03-29",38.09
"2018-03-30",29.39
"2018-03-31",23.59
"2018-04-01",24.17
"2018-04-02",27.61
"2018-04-03",34.42
"2018-04-04",36.53
"2018-04-05",32.56
"2018-04-06",35.2
"2018-04-07",16.48
"2018-04-08",22.98
"2018-04-09",42.61
"2018-04-10",36.03
"2018-04-11",31.52
"2018-04-12",29.84
"2018-04-13",38.53
"2018-04-14",35.3
"2018-04-15",31.65
"2018-04-16",46.63
"2018-04-17",43.8
"2018-04-18",41.06
"2018-04-19",39.84
"2018-04-20",38.63
"2018-04-21",30.0
"2018-04-22",18.59
"2018-04-23",32.56
"2018-04-24",34.32
"2018-04-25",27.29
"2018-04-26",30.45
"2018-04-27",39.64
"2018-04-28",29.09
"2018-04-29",21.39
"2018-04-30",12.95
"2018-05-01",-5.7
"2018-05-02",39.95
"2018-05-03",39.99
"2018-05-04",40.51
"2018-05-05",28.41
"2018-05-06",19.68
"2018-05-07",34.4
"2018-05-08",27.47
"2018-05-09",36.62
"2018-05-10",25.23
"2018-05-11",42.2
"2018-05-12",32.5
"2018-05-13",16.65
"2018-05-14",34.7
"2018-05-15",42.43
"2018-05-16",41.6
"2018-05-17",35.39
"2018-05-18",39.11
"2018-05-19",36.36
"2018-05-20",16.68
"2018-05-21",5.66
"2018-05-22",42.76
"2018-05-23",42.33
"2018-05-24",38.95
"2018-05-25",40.36
"2018-05-26",37.08
"2018-05-27",32.88
"2018-05-28",43.8
"2018-05-29",42.91
"2018-05-30",46.68
"2018-05-31",42.25
"2018-06-01",51.3
"2018-06-02",40.22
"2018-06-03",32.49
"2018-06-04",46.84
"2018-06-05",51.01
"2018-06-06",49.69
"2018-06-07",49.61
"2018-06-08",49.4
"2018-06-09",42.47
"2018-06-10",39.33
"2018-06-11",48.53
"2018-06-12",49.73
"2018-06-13",48.15
"2018-06-14",43.65
"2018-06-15",49.45
"2018-06-16",40.21
"2018-06-17",24.34
"2018-06-18",44.37
"2018-06-19",46.52
"2018-06-20",46.8
"2018-06-21",30.24
"2018-06-22",20.73
"2018-06-23",23.89
"2018-06-24",31.93
"2018-06-25",45.2
"2018-06-26",49.27
"2018-06-27",47.49
"2018-06-28",44.89
"2018-06-29",44.32
"2018-06-30",40.66
"2018-07-01",28.92
"2018-07-02",48.07
"2018-07-03",49.76
"2018-07-04",53.21
"2018-07-05",51.81
"2018-07-06",47.81
"2018-07-07",32.89
"2018-07-08",34.26
"2018-07-09",46.6
"2018-07-10",52.95
"2018-07-11",52.5
"2018-07-12",53.31
"2018-07-13",50.83
"2018-07-14",48.18
"2018-07-15",45.87
"2018-07-16",53.8
"2018-07-17",52.14
"2018-07-18",49.75
"2018-07-19",51.65
"2018-07-20",53.54
"2018-07-21",50.17
"2018-07-22",46.25
"2018-07-23",55.02
"2018-07-24",56.64
"2018-07-25",58.41
"2018-07-26",55.07
"2018-07-27",53.63
"2018-07-28",46.4
"2018-07-29",44.87
"2018-07-30",55.19
"2018-07-31",56.33
"2018-08-01",56.32
"2018-08-02",59.48
"2018-08-03",62.72
"2018-08-04",51.12
"2018-08-05",50.48
"2018-08-06",62.69
"2018-08-07",64.68
"2018-08-08",56.11
"2018-08-09",55.06
"2018-08-10",44.94
"2018-08-11",44.52
"2018-08-12",42.65
"2018-08-13",55.99
"2018-08-14",55.06
"2018-08-15",53.45
"2018-08-16",56.04
"2018-08-17",57.95
"2018-08-18",53.77
"2018-08-19",49.77
"2018-08-20",57.22
"2018-08-21",66.45
"2018-08-22",65.4
"2018-08-23",63.87
"2018-08-24",57.6
"2018-08-25",53.65
"2018-08-26",48.5
"2018-08-27",45.57
"2018-08-28",66.07
"2018-08-29",62.87
"2018-08-30",57.4
"2018-08-31",64.48
"2018-09-01",59.76
"2018-09-02",52.94
"2018-09-03",63.55
"2018-09-04",66.58
"2018-09-05",66.64
"2018-09-06",65.33
"2018-09-07",62.43
"2018-09-08",50.11
"2018-09-09",49.16
"2018-09-10",64.31
"2018-09-11",57.8
"2018-09-12",63.78
"2018-09-13",71.52
"2018-09-14",64.84
"2018-09-15",51.79
"2018-09-16",47.34
"2018-09-17",62.41
"2018-09-18",57.96
"2018-09-19",57.6
"2018-09-20",58.06
"2018-09-21",40.8
"2018-09-22",25.41
"2018-09-23",44.15
"2018-09-24",38.88
"2018-09-25",62.34
"2018-09-26",45.38
"2018-09-27",53.89
"2018-09-28",51.97
"2018-09-29",46.49
"2018-09-30",41.74
"2018-10-01",61.24
"2018-10-02",42.34
"2018-10-03",18.29
"2018-10-04",65.15
"2018-10-05",60.3
"2018-10-06",57.91
"2018-10-07",54.92
"2018-10-08",63.88
"2018-10-09",71.57
"2018-10-10",62.17
"2018-10-11",54.35
"2018-10-12",56.77
"2018-10-13",44.88
"2018-10-14",28.09
"2018-10-15",59.45
"2018-10-16",72.0
"2018-10-17",70.91
"2018-10-18",63.16
"2018-10-19",67.61
"2018-10-20",59.38
"2018-10-21",55.51
"2018-10-22",56.13
"2018-10-23",34.62
"2018-10-24",44.57
"2018-10-25",48.74
"2018-10-26",58.53
"2018-10-27",48.12
"2018-10-28",43.46
"2018-10-29",43.97
"2018-10-30",33.67
"2018-10-31",45.14
"2018-11-01",47.91
"2018-11-02",54.77
"2018-11-03",52.04
"2018-11-04",47.47
"2018-11-05",57.19
"2018-11-06",58.55
"2018-11-07",56.01
"2018-11-08",62.87
"2018-11-09",59.51
"2018-11-10",43.07
"2018-11-11",39.73
"2018-11-12",54.9
"2018-11-13",53.11
"2018-11-14",61.87
"2018-11-15",63.48
"2018-11-16",57.77
"2018-11-17",48.21
"2018-11-18",47.6
"2018-11-19",48.22
"2018-11-20",46.65
"2018-11-21",55.36
"2018-11-22",77.8
"2018-11-23",80.33
"2018-11-24",61.95
"2018-11-25",53.85
"2018-11-26",73.67
"2018-11-27",75.51
"2018-11-28",52.99
"2018-11-29",50.4
"2018-11-30",57.5
"2018-12-01",46.86
"2018-12-02",30.2
"2018-12-03",44.62
"2018-12-04",50.65
"2018-12-05",59.21
"2018-12-06",54.75
"2018-12-07",42.58
"2018-12-08",11.87
"2018-12-09",8.92
"2018-12-10",36.16
"2018-12-11",55.37
"2018-12-12",69.91
"2018-12-13",66.24
"2018-12-14",71.16
"2018-12-15",54.41
"2018-12-16",49.71
"2018-12-17",69.39
"2018-12-18",59.45
"2018-12-19",56.44
"2018-12-20",56.69
"2018-12-21",49.62
"2018-12-22",36.62
"2018-12-23",42.67
"2018-12-24",46.83
"2018-12-25",19.01
"2018-12-26",47.4
"2018-12-27",60.01
"2018-12-28",59.8
"2018-12-29",47.34
"2018-12-30",33.53
"2018-12-31",54.69
"2019-01-01",-4.3
"2019-01-02",25.92
"2019-01-03",57.72
"2019-01-04",49.91
"2019-01-05",42.18
"2019-01-06",54.55
"2019-01-07",51.81
"2019-01-08",34.5
"2019-01-09",40.0
"2019-01-10",67.67
"2019-01-11",49.92
"2019-01-12",40.8
"2019-01-13",15.1
"2019-01-14",32.61
"2019-01-15",45.45
"2019-01-16",45.2
"2019-01-17",42.84
"2019-01-18",61.73
"2019-01-19",55.39
"2019-01-20",53.89
"2019-01-21",69.9
"2019-01-22",63.0
"2019-01-23",75.08
"2019-01-24",85.8
"2019-01-25",66.5
"2019-01-26",49.09
"2019-01-27",35.44
"2019-01-28",50.4
"2019-01-29",60.19
"2019-01-30",53.07
"2019-01-31",59.84
"2019-02-01",55.48
"2019-02-02",50.19
"2019-02-03",46.72
"2019-02-04",44.05
"2019-02-05",53.79
"2019-02-06",51.32
"2019-02-07",44.55
"2019-02-08",41.62
"2019-02-09",6.81
"2019-02-10",28.03
"2019-02-11",31.97
"2019-02-12",46.74
"2019-02-13",45.38
"2019-02-14",49.09
"2019-02-15",47.62
"2019-02-16",39.22
"2019-02-17",39.05
"2019-02-18",46.4
"2019-02-19",41.31
"2019-02-20",45.6
"2019-02-21",43.23
"2019-02-22",47.2
"2019-02-23",40.14
"2019-02-24",39.99
"2019-02-25",44.41
"2019-02-26",44.6
"2019-02-27",44.21
"2019-02-28",40.26
"2019-03-01",45.85
"2019-03-02",41.25
"2019-03-03",10.22
"2019-03-04",13.31
"2019-03-05",31.34
"2019-03-06",34.77
"2019-03-07",29.02
"2019-03-08",26.39
"2019-03-09",7.98
"2019-03-10",17.51
"2019-03-11",38.67
"2019-03-12",36.59
"2019-03-13",18.05
"2019-03-14",32.54
"2019-03-15",25.21
"2019-03-16",17.22
"2019-03-17",0.43
"2019-03-18",31.92
"2019-03-19",45.34
"2019-03-20",41.5
"2019-03-21",39.79
"2019-03-22",40.57
"2019-03-23",35.61
"2019-03-24",33.46
"2019-03-25",32.29
"2019-03-26",36.5
"2019-03-27",40.19
"2019-03-28",42.32
"2019-03-29",39.85
"2019-03-30",35.04
"2019-03-31",28.63
"2019-04-01",38.01
"2019-04-02",33.85
"2019-04-03",42.24
"2019-04-04",42.02
"2019-04-05",42.28
"2019-04-06",38.33
"2019-04-07",37.98
"2019-04-08",44.4
"2019-04-09",41.99
"2019-04-10",42.82
"2019-04-11",44.74
"2019-04-12",44.9
"2019-04-13",41.42
"2019-04-14",37.25
"2019-04-15",41.83
"2019-04-16",41.62
"2019-04-17",40.81
"2019-04-18",40.84
"2019-04-19",33.84
"2019-04-20",34.52
"2019-04-21",31.6
"2019-04-22",-14.01
"2019-04-23",14.75
"2019-04-24",34.7
"2019-04-25",39.31
"2019-04-26",43.54
"2019-04-27",31.99
"2019-04-28",35.09
"2019-04-29",43.15
"2019-04-30",42.87
"2019-05-01",25.47
"2019-05-02",37.94
"2019-05-03",40.7
"2019-05-04",39.51
"2019-05-05",30.49
"2019-05-06",44.29
"2019-05-07",50.47
"2019-05-08",39.47
"2019-05-09",45.25
"2019-05-10",44.79
"2019-05-11",37.61
"2019-05-12",19.42
"2019-05-13",39.23
"2019-05-14",41.01
"2019-05-15",40.85
"2019-05-16",39.73
"2019-05-17",42.95
"2019-05-18",37.19
"2019-05-19",35.36
"2019-05-20",46.29
"2019-05-21",43.29
"2019-05-22",40.09
"2019-05-23",40.67
"2019-05-24",40.46
"2019-05-25",36.68
"2019-05-26",21.6
"2019-05-27",35.35
"2019-05-28",43.33
"2019-05-29",41.76
"2019-05-30",16.09
"2019-05-31",35.81
"2019-06-01",29.96
"2019-06-02",21.87
"2019-06-03",36.9
"2019-06-04",38.99
"2019-06-05",37.93
"2019-06-06",36.48
"2019-06-07",37.61
"2019-06-08",-42.24
"2019-06-09",22.5
"2019-06-10",31.37
"2019-06-11",44.67
"2019-06-12",44.0
"2019-06-13",38.51
"2019-06-14",41.62
"2019-06-15",30.58
"2019-06-16",31.15
"2019-06-17",41.66
"2019-06-18",42.28
"2019-06-19",41.2
"2019-06-20",36.39
"2019-06-21",38.69
"2019-06-22",31.63
"2019-06-23",20.92
"2019-06-24",34.47
"2019-06-25",40.52
"2019-06-26",38.56
"2019-06-27",35.47
"2019-06-28",43.45
"2019-06-29",33.25
"2019-06-30",15.13
"2019-07-01",32.96
"2019-07-02",33.35
"2019-07-03",34.66
"2019-07-04",33.98
"2019-07-05",35.26
"2019-07-06",29.76
"2019-07-07",24.66
"2019-07-08",35.69
"2019-07-09",37.39
"2019-07-10",41.47
"2019-07-11",45.91
"2019-07-12",45.24
"2019-07-13",37.24
"2019-07-14",35.61
"2019-07-15",41.56
"2019-07-16",42.89
"2019-07-17",45.88
"2019-07-18",43.93
"2019-07-19",44.81
"2019-07-20",35.09
"2019-07-21",31.53
"2019-07-22",42.62
"2019-07-23",46.6
"2019-07-24",50.64
"2019-07-25",50.23
"2019-07-26",44.5
"2019-07-27",36.16
"2019-07-28",32.09
"2019-07-29",45.5
"2019-07-30",44.53
"2019-07-31",48.46
"2019-08-01",44.66
"2019-08-02",43.7
"2019-08-03",36.37
"2019-08-04",35.15
"2019-08-05",46.28
"2019-08-06",42.06
"2019-08-07",40.87
"2019-08-08",34.72
"2019-08-09",38.69
"2019-08-10",12.44
"2019-08-11",14.35
"2019-08-12",41.24
"2019-08-13",38.04
"2019-08-14",38.77
"2019-08-15",30.5
"2019-08-16",35.69
"2019-08-17",26.22
"2019-08-18",27.69
"2019-08-19",34.43
"2019-08-20",39.8
"2019-08-21",41.68
"2019-08-22",36.31
"2019-08-23",37.32
"2019-08-24",32.29
"2019-08-25",30.64
"2019-08-26",45.66
"2019-08-27",46.42
"2019-08-28",50.83
"2019-08-29",44.49
"2019-08-30",41.34
"2019-08-31",33.66
"2019-09-01",30.11
"2019-09-02",39.18
"2019-09-03",35.4
"2019-09-04",34.0
"2019-09-05",31.72
"2019-09-06",32.45
"2019-09-07",35.94
"2019-09-08",36.87
"2019-09-09",45.51
"2019-09-10",36.82
"2019-09-11",33.93
"2019-09-12",37.78
"2019-09-13",39.02
"2019-09-14",36.2
"2019-09-15",23.76
"2019-09-16",47.15
"2019-09-17",33.87
"2019-09-18",36.48
"2019-09-19",43.78
"2019-09-20",42.7
"2019-09-21",34.65
"2019-09-22",29.64
"2019-09-23",44.13
"2019-09-24",47.45
"2019-09-25",46.74
"2019-09-26",41.57
"2019-09-27",38.44
"2019-09-28",24.1
"2019-09-29",11.06
"2019-09-30",22.1
"2019-10-01",42.55
"2019-10-02",40.86
"2019-10-03",40.07
"2019-10-04",43.68
"2019-10-05",36.89
"2019-10-06",31.99
"2019-10-07",44.63
"2019-10-08",34.86
"2019-10-09",35.2
"2019-10-10",30.46
"2019-10-11",25.97
"2019-10-12",19.73
"2019-10-13",22.14
"2019-10-14",35.56
"2019-10-15",43.63
"2019-10-16",39.46
"2019-10-17",43.77
"2019-10-18",35.35
"2019-10-19",33.09
"2019-10-20",34.83
"2019-10-21",43.72
"2019-10-22",46.83
"2019-10-23",43.51
"2019-10-24",38.61
"2019-10-25",36.11
"2019-10-26",20.21
"2019-10-27",20.76
"2019-10-28",42.44
"2019-10-29",48.11
"2019-10-30",48.02
"2019-10-31",42.63
"2019-11-01",32.27
"2019-11-02",27.48
"2019-11-03",26.69
"2019-11-04",38.7
"2019-11-05",42.7
"2019-11-06",51.79
"2019-11-07",42.72
"2019-11-08",47.12
"2019-11-09",41.69
"2019-11-10",40.97
"2019-11-11",41.11
"2019-11-12",42.2
"2019-11-13",47.08
"2019-11-14",45.32
"2019-11-15",37.9
"2019-11-16",38.1
"2019-11-17",36.82
"2019-11-18",41.36
"2019-11-19",46.49
"2019-11-20",53.25
"2019-11-21",50.09
"2019-11-22",43.58
"2019-11-23",30.58
"2019-11-24",33.47
"2019-11-25",51.12
"2019-11-26",47.36
"2019-11-27",39.5
"2019-11-28",30.49
"2019-11-29",40.08
"2019-11-30",42.01
"2019-12-01",42.45
"2019-12-02",46.18
"2019-12-03",51.36
"2019-12-04",47.94
"2019-12-05",41.82
"2019-12-06",31.1
"2019-12-07",24.91
"2019-12-08",-16.38
"2019-12-09",23.37
"2019-12-10",40.17
"2019-12-11",38.12
"2019-12-12",44.62
"2019-12-13",36.53
"2019-12-14",23.23
"2019-12-15",12.68
"2019-12-16",40.84
"2019-12-17",36.72
"2019-12-18",40.2
"2019-12-19",34.65
"2019-12-20",29.41
"2019-12-21",28.11
"2019-12-22",26.48
"2019-12-23",24.5
"2019-12-24",20.52
"2019-12-25",27.25
"2019-12-26",33.63
"2019-12-27",37.82
"2019-12-28",34.29
"2019-12-29",30.17
"2019-12-30",25.57
"2019-12-31",32.74
"2020-01-01",34.96
"2020-01-02",38.87
"2020-01-03",26.11
"2020-01-04",20.32
"2020-01-05",35.55
"2020-01-06",38.13
"2020-01-07",40.52
"2020-01-08",33.58
"2020-01-09",36.25
"2020-01-10",34.8
"2020-01-11",31.86
"2020-01-12",22.64
"2020-01-13",37.68
"2020-01-14",23.36
"2020-01-15",24.96
"2020-01-16",38.17
"2020-01-17",36.89
"2020-01-18",31.85
"2020-01-19",33.89
"2020-01-20",44.53
"2020-01-21",41.6
"2020-01-22",45.9
"2020-01-23",51.54
"2020-01-24",50.24
"2020-01-25",40.35
"2020-01-26",33.89
"2020-01-27",37.49
"2020-01-28",31.61
"2020-01-29",33.22
"2020-01-30",32.82
"2020-01-31",22.48
"2020-02-01",6.84
"2020-02-02",16.99
"2020-02-03",27.66
"2020-02-04",27.88
"2020-02-05",36.2
"2020-02-06",36.92
"2020-02-07",36.69
"2020-02-08",28.05
"2020-02-09",1.57
"2020-02-10",7.88
"2020-02-11",11.62
"2020-02-12",19.46
"2020-02-13",37.59
"2020-02-14",36.03
"2020-02-15",20.44
"2020-02-16",-8.27
"2020-02-17",18.25
"2020-02-18",21.87
"2020-02-19",30.91
"2020-02-20",28.68
"2020-02-21",24.33
"2020-02-22",-1.51
"2020-02-23",6.95
"2020-02-24",28.49
"2020-02-25",24.1
"2020-02-26",31.67
"2020-02-27",38.44
"2020-02-28",31.04
"2020-02-29",8.91
"2020-03-01",7.14
"2020-03-02",33.18
"2020-03-03",36.25
"2020-03-04",39.61
"2020-03-05",36.07
"2020-03-06",30.48
"2020-03-07",29.09
"2020-03-08",17.11
"2020-03-09",37.11
"2020-03-10",23.25
"2020-03-11",22.69
"2020-03-12",12.24
"2020-03-13",16.54
"2020-03-14",30.27
"2020-03-15",4.65
"2020-03-16",31.19
"2020-03-17",28.18
"2020-03-18",26.42
"2020-03-19",28.69
"2020-03-20",25.14
"2020-03-21",10.74
"2020-03-22",-0.95
"2020-03-23",16.98
"2020-03-24",20.45
"2020-03-25",23.06
"2020-03-26",22.23
"2020-03-27",21.55
"2020-03-28",14.24
"2020-03-29",4.22
"2020-03-30",23.32
"2020-03-31",25.17
"2020-04-01",23.36
"2020-04-02",19.95
"2020-04-03",22.53
"2020-04-04",20.15
"2020-04-05",2.68
"2020-04-06",17.34
"2020-04-07",23.54
"2020-04-08",26.51
"2020-04-09",23.51
"2020-04-10",23.14
"2020-04-11",20.86
"2020-04-12",12.45
"2020-04-13",-15.97
"2020-04-14",19.9
"2020-04-15",20.17
"2020-04-16",25.32
"2020-04-17",27.77
"2020-04-18",20.23
"2020-04-19",7.41
"2020-04-20",2.44
"2020-04-21",-16.15
"2020-04-22",7.88
"2020-04-23",27.76
"2020-04-24",20.65
"2020-04-25",16.86
"2020-04-26",18.89
"2020-04-27",25.5
"2020-04-28",25.06
"2020-04-29",23.05
"2020-04-30",20.0
"2020-05-01",6.53
"2020-05-02",12.47
"2020-05-03",14.06
"2020-05-04",26.38
"2020-05-05",21.72
"2020-05-06",21.49
"2020-05-07",23.83
"2020-05-08",23.78
"2020-05-09",21.98
"2020-05-10",12.58
"2020-05-11",14.07
"2020-05-12",22.27
"2020-05-13",29.76
"2020-05-14",22.79
"2020-05-15",21.08
"2020-05-16",16.96
"2020-05-17",9.46
"2020-05-18",19.74
"2020-05-19",23.69
"2020-05-20",32.05
"2020-05-21",19.58
"2020-05-22",18.83
"2020-05-23",10.26
"2020-05-24",-26.13
"2020-05-25",18.63
"2020-05-26",27.43
"2020-05-27",22.9
"2020-05-28",20.41
"2020-05-29",22.69
"2020-05-30",12.54
"2020-05-31",1.66
"2020-06-01",6.07
"2020-06-02",28.34
"2020-06-03",28.84
"2020-06-04",26.55
"2020-06-05",24.3
"2020-06-06",6.69
"2020-06-07",17.64
"2020-06-08",31.37
"2020-06-09",36.68
"2020-06-10",31.36
"2020-06-11",24.06
"2020-06-12",20.72
"2020-06-13",19.84
"2020-06-14",18.51
"2020-06-15",31.05
"2020-06-16",34.12
"2020-06-17",37.24
"2020-06-18",31.8
"2020-06-19",29.85
"2020-06-20",24.08
"2020-06-21",19.5
"2020-06-22",29.58
"2020-06-23",32.74
"2020-06-24",35.57
"2020-06-25",34.45
"2020-06-26",34.8
"2020-06-27",26.83
"2020-06-28",17.11
"2020-06-29",27.48
"2020-06-30",18.35
"2020-07-01",32.39
"2020-07-02",38.91
"2020-07-03",34.93
"2020-07-04",15.4
"2020-07-05",-15.34
"2020-07-06",14.28
"2020-07-07",31.9
"2020-07-08",41.21
"2020-07-09",42.42
"2020-07-10",36.62
"2020-07-11",28.6
"2020-07-12",24.77
"2020-07-13",34.18
"2020-07-14",36.76
"2020-07-15",41.71
"2020-07-16",44.45
"2020-07-17",37.58
"2020-07-18",29.01
"2020-07-19",27.78
"2020-07-20",32.96
"2020-07-21",31.71
"2020-07-22",34.35
"2020-07-23",35.69
"2020-07-24",31.15
"2020-07-25",25.52
"2020-07-26",12.61
"2020-07-27",32.53
"2020-07-28",22.97
"2020-07-29",20.75
"2020-07-30",35.62
"2020-07-31",38.51
"2020-08-01",28.31
"2020-08-02",28.19
"2020-08-03",36.72
"2020-08-04",36.39
"2020-08-05",29.61
"2020-08-06",33.28
"2020-08-07",35.98
"2020-08-08",32.04
"2020-08-09",28.53
"2020-08-10",36.98
"2020-08-11",36.3
"2020-08-12",35.86
"2020-08-13",38.59
"2020-08-14",40.83
"2020-08-15",31.86
"2020-08-16",28.68
"2020-08-17",40.36
"2020-08-18",42.39
"2020-08-19",38.23
"2020-08-20",38.11
"2020-08-21",31.81
"2020-08-22",23.83
"2020-08-23",16.33
"2020-08-24",44.72
"2020-08-25",38.46
"2020-08-26",17.89
"2020-08-27",46.31
"2020-08-28",40.7
"2020-08-29",35.64
"2020-08-30",33.82
"2020-08-31",54.04
"2020-09-01",49.81
"2020-09-02",49.82
"2020-09-03",40.54
"2020-09-04",38.32
"2020-09-05",33.41
"2020-09-06",34.83
"2020-09-07",43.54
"2020-09-08",37.6
"2020-09-09",36.63
"2020-09-10",47.34
"2020-09-11",47.81
"2020-09-12",31.87
"2020-09-13",20.19
"2020-09-14",53.11
"2020-09-15",70.2
"2020-09-16",53.41
"2020-09-17",46.4
"2020-09-18",42.13
"2020-09-19",36.54
"2020-09-20",37.52
"2020-09-21",61.1
"2020-09-22",53.31
"2020-09-23",46.43
"2020-09-24",38.18
"2020-09-25",41.37
"2020-09-26",33.13
"2020-09-27",30.03
"2020-09-28",47.26
"2020-09-29",58.62
"2020-09-30",50.25
"2020-10-01",41.02
"2020-10-02",35.68
"2020-10-03",16.46
"2020-10-04",7.11
"2020-10-05",32.09
"2020-10-06",34.45
"2020-10-07",36.62
"2020-10-08",29.83
"2020-10-09",39.97
"2020-10-10",31.23
"2020-10-11",32.18
"2020-10-12",46.9
"2020-10-13",45.23
"2020-10-14",35.67
"2020-10-15",40.94
"2020-10-16",46.94
"2020-10-17",40.76
"2020-10-18",30.56
"2020-10-19",44.64
"2020-10-20",35.22
"2020-10-21",32.61
"2020-10-22",32.39
"2020-10-23",44.78
"2020-10-24",30.58
"2020-10-25",13.38
"2020-10-26",38.27
"2020-10-27",34.61
"2020-10-28",29.94
"2020-10-29",32.65
"2020-10-30",30.19
"2020-10-31",31.02
"2020-11-01",16.95
"2020-11-02",23.4
"2020-11-03",35.74
"2020-11-04",40.01
"2020-11-05",38.66
"2020-11-06",40.54
"2020-11-07",36.23
"2020-11-08",36.66
"2020-11-09",44.88
"2020-11-10",48.15
"2020-11-11",45.06
"2020-11-12",40.96
"2020-11-13",40.73
"2020-11-14",36.48
"2020-11-15",7.3
"2020-11-16",28.49
"2020-11-17",38.89
"2020-11-18",36.36
"2020-11-19",26.39
"2020-11-20",43.26
"2020-11-21",30.3
"2020-11-22",29.97
"2020-11-23",43.63
"2020-11-24",42.03
"2020-11-25",46.87
"2020-11-26",56.55
"2020-11-27",64.73
"2020-11-28",46.88
"2020-11-29",45.28
"2020-11-30",52.22
"2020-12-01",53.71
"2020-12-02",73.99
"2020-12-03",48.0
"2020-12-04",41.78
"2020-12-05",46.39
"2020-12-06",42.75
"2020-12-07",44.73
"2020-12-08",61.08
"2020-12-09",75.03
"2020-12-10",69.39
"2020-12-11",45.8
"2020-12-12",45.72
"2020-12-13",43.17
"2020-12-14",42.99
"2020-12-15",50.4
"2020-12-16",50.06
"2020-12-17",44.58
"2020-12-18",42.51
"2020-12-19",32.52
"2020-12-20",40.0
"2020-12-21",38.78
"2020-12-22",27.69
"2020-12-23",43.9
"2020-12-24",24.33
"2020-12-25",34.92
"2020-12-26",19.15
"2020-12-27",-13.45
"2020-12-28",39.21
"2020-12-29",46.21
"2020-12-30",47.07
"2020-12-31",46.7
"2021-01-01",48.4
"2021-01-02",50.56
"2021-01-03",38.62
"2021-01-04",48.02
"2021-01-05",55.34
"2021-01-06",52.68
"2021-01-07",70.93
"2021-01-08",78.34
"2021-01-09",59.32
"2021-01-10",52.16
"2021-01-11",48.15
"2021-01-12",46.1
"2021-01-13",42.47
"2021-01-14",70.58
"2021-01-15",72.89
"2021-01-16",55.85
"2021-01-17",54.0
"2021-01-18",55.95
"2021-01-19",44.95
"2021-01-20",36.28
"2021-01-21",30.07
"2021-01-22",42.53
"2021-01-23",51.72
"2021-01-24",49.17
"2021-01-25",60.84
"2021-01-26",61.37
"2021-01-27",57.99
"2021-01-28",55.31
"2021-01-29",49.68
"2021-01-30",48.48
"2021-01-31",48.23
"2021-02-01",57.47
"2021-02-02",54.62
"2021-02-03",44.53
"2021-02-04",52.04
"2021-02-05",51.39
"2021-02-06",36.38
"2021-02-07",19.38
"2021-02-08",43.52
"2021-02-09",64.32
"2021-02-10",72.21
"2021-02-11",79.3
"2021-02-12",62.13
"2021-02-13",53.22
"2021-02-14",45.89
"2021-02-15",50.75
"2021-02-16",52.43
"2021-02-17",49.66
"2021-02-18",45.4
"2021-02-19",47.71
"2021-02-20",34.05
"2021-02-21",32.92
"2021-02-22",49.9
"2021-02-23",45.58
"2021-02-24",38.13
"2021-02-25",46.16
"2021-02-26",47.63
"2021-02-27",44.94
"2021-02-28",42.07
"2021-03-01",49.76
"2021-03-02",53.5
"2021-03-03",51.91
"2021-03-04",54.08
"2021-03-05",53.6
"2021-03-06",44.71
"2021-03-07",44.82
"2021-03-08",61.61
"2021-03-09",60.92
"2021-03-10",50.82
"2021-03-11",27.43
"2021-03-12",22.29
"2021-03-13",11.93
"2021-03-14",15.75
"2021-03-15",49.28
"2021-03-16",56.01
"2021-03-17",57.65
"2021-03-18",64.86
"2021-03-19",56.45
"2021-03-20",51.34
"2021-03-21",35.42
"2021-03-22",60.48
"2021-03-23",62.33
"2021-03-24",55.54
"2021-03-25",58.85
"2021-03-26",51.37
"2021-03-27",24.69
"2021-03-28",18.25
"2021-03-29",40.81
"2021-03-30",55.73
"2021-03-31",58.72
"2021-04-01",52.29
"2021-04-02",36.5
"2021-04-03",39.56
"2021-04-04",27.69
"2021-04-05",-17.0
"2021-04-06",35.38
"2021-04-07",50.32
"2021-04-08",57.58
"2021-04-09",53.92
"2021-04-10",58.81
"2021-04-11",48.69
"2021-04-12",62.72
"2021-04-13",57.52
"2021-04-14",69.49
"2021-04-15",66.98
"2021-04-16",63.04
"2021-04-17",61.2
"2021-04-18",62.63
"2021-04-19",75.67
"2021-04-20",75.77
"2021-04-21",59.88
"2021-04-22",45.9
"2021-04-23",61.73
"2021-04-24",52.91
"2021-04-25",37.48
"2021-04-26",61.92
"2021-04-27",59.51
"2021-04-28",61.72
"2021-04-29",59.44
"2021-04-30",69.15
"2021-05-01",56.68
"2021-05-02",43.81
"2021-05-03",62.43
"2021-05-04",30.26
"2021-05-05",31.81
"2021-05-06",64.97
"2021-05-07",71.3
"2021-05-08",50.74
"2021-05-09",3.62
"2021-05-10",57.46
"2021-05-11",72.17
"2021-05-12",68.75
"2021-05-13",62.74
"2021-05-14",71.8
"2021-05-15",60.2
"2021-05-16",39.87
"2021-05-17",73.7
"2021-05-18",74.18
"2021-05-19",77.71
"2021-05-20",69.99
