day_id,price
180,44.76
181,33.62
182,28.28
183,37.05
184,49.02
185,29.57
186,28.7
187,32.14
188,33.21
189,27.9
190,40.98
191,41.61
192,47.73
193,45.59
194,38.05
195,37.64
196,29.84
197,41.77
198,45.6
199,46.7
200,47.18
201,45.5
202,15.83
203,11.04
204,31.11
205,24.56
206,27.4
207,24.5
208,30.52
209,22.4
210,17.29
211,28.93
212,33.2
213,34.81
214,34.44
215,34.22
216,28.29
217,26.99
218,34.31
219,38.79
220,37.59
221,34.21
222,30.47
223,32.38
224,30.07
225,40.45
226,37.58
227,39.46
228,37.35
229,31.91
230,27.52
231,16.87
232,30.91
233,26.0
234,29.31
235,30.89
236,41.0
237,30.04
238,26.6
239,35.5
240,39.14
241,37.62
242,40.76
243,33.02
244,19.74
245,1.51
246,32.52
247,35.47
248,34.53
249,33.75
250,33.47
251,30.63
252,25.97
253,33.91
254,28.25
255,33.93
256,27.7
257,36.47
258,30.54
259,21.88
260,36.72
261,33.44
262,43.25
263,32.02
264,35.38
265,32.94
266,26.01
267,34.47
268,34.37
269,37.02
270,39.02
271,37.98
272,28.85
273,31.18
274,39.3
275,37.23
276,40.48
277,47.14
278,44.34
279,33.64
280,21.91
281,34.84
282,42.15
283,44.7
284,39.85
285,47.34
286,40.46
287,37.48
288,50.72
289,48.4
290,41.7
291,37.21
292,37.78
293,32.81
294,33.67
295,39.52
296,40.37
297,42.2
298,49.64
299,43.2
300,35.73
301,31.57
302,39.96
303,41.65
304,42.31
305,43.97
306,36.67
307,29.45
308,20.64
309,28.68
310,28.84
311,35.08
312,36.45
313,32.09
314,20.69
315,23.83
316,30.51
317,31.72
318,20.44
319,24.85
320,38.17
321,29.74
322,26.02
323,49.43
324,35.21
325,41.73
326,51.27
327,36.77
328,27.87
329,10.81
330,25.28
331,35.67
332,36.4
333,42.53
334,30.73
335,23.5
336,17.56
337,40.61
338,34.73
339,34.95
340,29.46
341,26.4
342,25.82
343,27.1
344,41.94
345,42.61
346,36.97
347,32.47
348,32.64
349,26.87
350,17.33
351,24.98
352,16.97
353,19.51
354,17.27
355,13.3
356,6.79
357,15.53
358,30.81
359,30.96
360,26.86
361,21.92
362,24.95
363,18.14
364,14.15
365,27.47
366,33.39
367,33.61
368,33.4
369,26.97
370,28.9
371,20.56
372,33.62
373,29.45
374,29.16
375,33.59
376,35.4
377,28.32
378,27.57
379,38.87
380,48.2
381,48.73
382,52.18
383,33.29
384,28.28
385,26.32
386,28.34
387,25.51
388,19.2
389,25.8
390,22.65
391,12.05
392,12.05
393,21.25
394,16.57
395,22.87
396,26.36
397,27.86
398,16.3
399,9.77
400,13.64
401,16.15
402,24.33
403,25.72
404,28.59
405,22.94
406,15.37
407,24.53
408,32.37
409,26.09
410,27.86
411,27.36
412,14.19
413,8.92
414,19.19
415,24.52
416,23.95
417,27.88
418,27.83
419,23.0
420,18.34
421,23.94
422,25.0
423,24.05
424,28.19
425,24.88
426,23.13
427,21.33
428,29.42
429,28.36
430,25.75
431,26.16
432,27.92
433,27.81
434,22.93
435,27.45
436,27.15
437,25.41
438,27.63
439,25.24
440,24.55
441,17.88
442,25.3
443,28.42
444,26.44
445,27.78
446,25.45
447,20.09
448,10.23
449,1.52
450,22.07
451,27.19
452,27.94
453,27.6
454,21.5
455,17.69
456,27.14
457,26.87
458,22.62
459,22.82
460,28.35
461,24.14
462,19.31
463,23.59
464,28.36
465,28.54
466,26.74
467,25.24
468,18.89
469,18.51
470,23.93
471,20.54
472,23.91
473,26.59
474,25.75
475,22.6
476,15.55
477,26.49
478,26.99
479,26.09
480,29.9
481,25.65
482,24.52
483,18.63
484,27.83
485,28.27
486,27.36
487,19.45
488,22.54
489,14.77
490,-12.89
491,21.56
492,27.03
493,25.07
494,25.3
495,27.36
496,12.85
497,7.4
498,20.79
499,30.3
500,30.63
501,33.36
502,27.66
503,21.82
504,5.65
505,29.23
506,29.41
507,30.52
508,27.55
509,28.67
510,23.72
511,13.47
512,24.81
513,28.67
514,30.47
515,28.78
516,29.08
517,25.15
518,20.32
519,30.52
520,29.12
521,29.08
522,30.68
523,26.19
524,26.38
525,22.42
526,29.3
527,30.14
528,30.58
529,30.58
530,28.04
531,21.98
532,17.4
533,26.96
534,33.09
535,32.45
536,29.41
537,30.58
538,27.98
539,16.33
540,27.77
541,33.08
542,27.33
543,29.63
544,27.11
545,21.06
546,14.24
547,30.83
548,26.98
549,16.21
550,29.58
551,28.66
552,20.47
553,15.29
554,25.23
555,29.87
556,32.58
557,25.2
558,26.0
559,24.84
560,21.49
561,29.83
562,32.43
563,29.44
564,32.78
565,31.74
566,29.56
567,27.09
568,33.22
569,32.94
570,33.52
571,31.62
572,30.06
573,27.7
574,25.28
575,29.73
576,32.55
577,29.27
578,27.89
579,31.55
580,24.57
581,15.4
582,21.27
583,28.77
584,28.15
585,28.84
586,28.02
587,18.81
588,21.75
589,27.98
590,29.66
591,29.78
592,30.59
593,30.73
594,24.87
595,15.09
596,28.34
597,31.38
598,29.77
599,28.8
600,29.44
601,26.23
602,21.71
603,28.95
604,32.11
605,30.67
606,31.26
607,30.55
608,29.49
609,24.44
610,36.78
611,33.09
612,30.77
613,30.97
614,32.32
615,28.4
616,27.25
617,33.13
618,31.93
619,29.09
620,27.97
621,32.45
622,27.6
623,24.74
624,34.79
625,34.53
626,35.02
627,32.59
628,31.1
629,29.36
630,23.07
631,36.49
632,34.9
633,24.59
634,22.44
635,33.72
636,33.13
637,30.02
638,30.58
639,30.33
640,29.68
641,31.19
642,38.39
643,36.08
644,33.29
645,50.19
646,38.31
647,36.87
648,34.07
649,29.7
650,31.06
651,33.7
652,41.94
653,40.03
654,40.41
655,40.51
656,39.58
657,37.75
658,34.71
659,41.92
660,52.86
661,45.17
662,39.6
663,35.96
664,34.38
665,36.71
666,43.06
667,34.75
668,33.03
669,45.6
670,40.35
671,38.86
672,35.46
673,38.01
674,54.25
675,48.3
676,51.78
677,47.66
678,39.82
679,37.04
680,39.86
681,40.14
682,43.03
683,33.96
684,24.17
685,31.56
686,-0.32
687,33.83
688,38.34
689,45.39
690,39.73
691,42.73
692,38.64
693,31.12
694,40.78
695,42.81
696,36.01
697,27.63
698,38.61
699,40.99
700,38.26
701,48.85
702,58.33
703,37.93
704,30.42
705,35.85
706,32.2
707,28.98
708,47.45
709,49.2
710,60.06
711,49.85
712,53.06
713,46.79
714,43.69
715,57.41
716,48.82
717,40.05
718,45.23
719,38.17
720,8.45
721,-2.7
722,-12.25
723,4.48
724,41.3
725,46.44
726,41.99
727,36.28
728,29.38
729,46.25
730,38.63
731,27.05
732,49.96
733,49.55
734,38.52
735,42.64
736,55.92
737,54.61
738,35.92
739,34.18
740,39.8
741,33.33
742,35.62
743,80.28
744,85.37
745,69.74
746,66.86
747,62.88
748,48.26
749,41.36
750,75.64
751,101.92
752,86.01
753,48.97
754,43.79
755,42.39
756,37.65
757,51.92
758,69.18
759,51.3
760,44.88
761,48.15
762,45.3
763,43.51
764,61.79
765,53.42
766,59.66
767,57.92
768,44.86
769,38.55
770,33.13
771,42.33
772,42.98
773,47.32
774,40.62
775,43.02
776,40.19
777,28.42
778,31.2
779,32.68
780,24.14
781,25.6
782,28.75
783,29.73
784,13.57
785,28.95
786,29.68
787,35.63
788,27.35
789,38.27
790,33.85
791,17.84
792,38.84
793,44.5
794,36.41
795,38.22
796,33.56
797,32.95
798,18.76
799,36.31
800,34.56
801,33.67
802,34.42
803,28.49
804,19.67
805,13.57
806,29.06
807,30.47
808,35.5
809,34.17
810,34.29
811,28.35
812,27.92
813,34.96
814,34.48
815,31.22
816,33.62
817,31.64
818,30.38
819,29.55
820,37.71
821,38.65
822,32.69
823,29.99
824,33.83
825,34.48
826,28.23
827,27.37
828,33.51
829,27.68
830,29.27
831,30.29
832,14.6
833,18.57
834,25.3
835,34.3
836,37.03
837,37.18
838,27.69
839,12.27
840,11.16
841,31.11
842,36.2
843,39.91
844,36.79
845,36.87
846,30.23
847,-6.74
848,-24.27
849,28.87
850,34.49
851,32.78
852,38.05
853,32.78
854,28.05
855,33.51
856,39.76
857,38.83
858,33.93
859,35.62
860,31.99
861,28.03
862,36.43
863,34.23
864,32.52
865,32.74
866,34.47
867,26.47
868,18.78
869,36.05
870,33.47
871,32.22
872,27.9
873,32.52
874,27.02
875,20.36
876,36.91
877,36.84
878,32.96
879,36.26
880,36.45
881,30.5
882,22.76
883,27.96
884,21.53
885,13.31
886,28.79
887,33.38
888,31.03
889,20.91
890,24.69
891,32.75
892,37.42
893,32.19
894,20.2
895,24.47
896,28.75
897,38.08
898,35.56
899,39.53
900,35.57
901,29.95
902,22.15
903,18.63
904,33.03
905,38.85
906,35.28
907,38.08
908,31.99
909,28.44
910,24.18
911,32.42
912,34.89
913,38.84
914,39.36
915,37.32
916,34.4
917,33.13
918,40.05
919,36.58
920,34.64
921,33.87
922,36.81
923,32.5
924,30.42
925,37.45
926,37.66
927,35.91
928,37.23
929,35.93
930,33.32
931,28.77
932,39.34
933,34.14
934,32.8
935,33.74
936,31.36
937,20.43
938,5.15
939,32.21
940,34.74
941,33.05
942,28.07
943,24.56
944,27.99
945,19.53
946,33.26
947,31.29
948,30.27
949,35.51
950,37.73
951,21.68
952,20.14
953,33.08
954,26.63
955,35.89
956,33.48
957,33.68
958,14.72
959,8.7
960,29.3
961,37.22
962,36.57
963,35.65
964,37.85
965,34.33
966,30.45
967,38.66
968,37.62
969,36.19
970,38.46
971,38.8
972,33.93
973,30.83
974,36.55
975,37.66
976,31.87
977,33.4
978,27.24
979,32.15
980,22.97
981,21.47
982,29.43
983,13.61
984,22.69
985,35.03
986,37.03
987,33.39
988,42.07
989,41.33
990,39.15
991,39.26
992,40.07
993,36.24
994,34.95
995,42.36
996,40.44
997,40.88
998,40.3
999,39.72
1000,35.62
1001,29.81
1002,18.31
1003,24.48
1004,28.61
1005,18.03
1006,27.25
1007,7.55
1008,23.45
1009,42.39
1010,37.32
1011,34.26
1012,25.38
1013,39.55
1014,31.5
1015,30.75
1016,38.55
1017,37.54
1018,52.55
1019,46.35
1020,37.76
1021,34.24
1022,21.85
1023,41.42
1024,38.13
1025,33.77
1026,40.43
1027,30.45
1028,-9.3
1029,-52.11
1030,31.94
1031,36.96
1032,30.9
1033,34.07
1034,50.44
1035,34.53
1036,30.41
1037,51.02
1038,52.54
1039,67.25
1040,51.53
1041,31.52
1042,23.24
1043,33.25
1044,45.73
1045,40.18
1046,64.67
1047,47.55
1048,42.89
1049,19.76
1050,9.42
1051,38.48
1052,49.3
1053,31.72
1054,23.36
1055,42.73
1056,40.03
1057,18.81
1058,29.21
1059,37.42
1060,71.5
1061,67.57
1062,61.03
1063,40.27
1064,33.31
1065,34.88
1066,35.91
1067,31.25
1068,34.14
1069,30.66
1070,15.73
1071,17.48
1072,41.67
1073,34.35
1074,26.88
1075,31.01
1076,46.26
1077,37.44
1078,35.33
1079,55.42
1080,60.67
1081,61.83
1082,43.04
1083,39.49
1084,11.25
1085,-11.78
1086,6.8
1087,-4.59
1088,35.17
1089,32.48
1090,20.87
1091,12.89
1092,2.6
1093,-25.3
1094,33.44
1095,8.97
1096,29.86
1097,31.51
1098,36.6
1099,23.39
1100,30.5
1101,30.26
1102,41.33
1103,47.73
1104,41.88
1105,33.78
1106,28.64
1107,26.57
1108,27.22
1109,29.04
1110,30.32
1111,40.48
1112,35.87
1113,34.61
1114,37.9
1115,37.28
1116,23.88
1117,32.97
1118,45.15
1119,32.81
1120,5.11
1121,16.49
1122,35.81
1123,29.22
1124,33.98
1125,40.48
1126,40.28
1127,33.56
1128,45.11
1129,47.12
1130,47.23
1131,49.86
1132,40.8
1133,39.38
1134,11.48
1135,32.82
1136,39.6
1137,39.86
1138,34.16
1139,40.39
1140,40.69
1141,36.58
1142,50.3
1143,49.05
1144,46.75
1145,47.42
1146,44.27
1147,23.93
1148,35.12
1149,46.7
1150,48.61
1151,37.7
1152,30.02
1153,40.42
1154,34.49
1155,31.33
1156,49.06
1157,49.92
1158,48.38
1159,37.53
1160,37.08
1161,34.76
1162,28.72
1163,41.22
1164,39.86
1165,46.78
1166,24.63
1167,29.32
1168,3.98
1169,1.79
1170,49.12
1171,42.94
1172,51.83
1173,43.59
1174,52.89
1175,41.4
1176,37.73
1177,52.82
1178,45.07
1179,40.53
1180,38.09
1181,29.39
1182,23.59
1183,24.17
1184,27.61
1185,34.42
1186,36.53
1187,32.56
1188,35.2
1189,16.48
1190,22.98
1191,42.61
1192,36.03
1193,31.52
1194,29.84
1195,38.53
1196,35.3
1197,31.65
1198,46.63
1199,43.8
1200,41.06
1201,39.84
1202,38.63
1203,30.0
1204,18.59
1205,32.56
1206,34.32
1207,27.29
1208,30.45
1209,39.64
1210,29.09
1211,21.39
1212,12.95
1213,-5.7
1214,39.95
1215,39.99
1216,40.51
1217,28.41
1218,19.68
1219,34.4
1220,27.47
1221,36.62
1222,25.23
1223,42.2
1224,32.5
1225,16.65
1226,34.7
1227,42.43
1228,41.6
1229,35.39
1230,39.11
1231,36.36
1232,16.68
1233,5.66
1234,42.76
1235,42.33
1236,38.95
1237,40.36
1238,37.08
1239,32.88
1240,43.8
1241,42.91
1242,46.68
1243,42.25
1244,51.3
1245,40.22
1246,32.49
1247,46.84
1248,51.01
1249,49.69
1250,49.61
1251,49.4
1252,42.47
1253,39.33
1254,48.53
1255,49.73
1256,48.15
1257,43.65
1258,49.45
1259,40.21
1260,24.34
1261,44.37
1262,46.52
1263,46.8
1264,30.24
1265,20.73
1266,23.89
1267,31.93
1268,45.2
1269,49.27
1270,47.49
1271,44.89
1272,44.32
1273,40.66
1274,28.92
1275,48.07
1276,49.76
1277,53.21
1278,51.81
1279,47.81
1280,32.89
1281,34.26
1282,46.6
1283,52.95
1284,52.5
1285,53.31
1286,50.83
1287,48.18
1288,45.87
1289,53.8
1290,52.14
1291,49.75
1292,51.65
1293,53.54
1294,50.17
1295,46.25
1296,55.02
1297,56.64
1298,58.41
1299,55.07
1300,53.63
1301,46.4
1302,44.87
1303,55.19
1304,56.33
1305,56.32
1306,59.48
1307,62.72
1308,51.12
1309,50.48
1310,62.69
1311,64.68
1312,56.11
1313,55.06
1314,44.94
1315,44.52
1316,42.65
1317,55.99
1318,55.06
1319,53.45
1320,56.04
1321,57.95
1322,53.77
1323,49.77
1324,57.22
1325,66.45
1326,65.4
1327,63.87
1328,57.6
1329,53.65
1330,48.5
1331,45.57
1332,66.07
1333,62.87
1334,57.4
1335,64.48
1336,59.76
1337,52.94
1338,63.55
1339,66.58
1340,66.64
1341,65.33
1342,62.43
1343,50.11
1344,49.16
1345,64.31
1346,57.8
1347,63.78
1348,71.52
1349,64.84
1350,51.79
1351,47.34
1352,62.41
1353,57.96
1354,57.6
1355,58.06
1356,40.8
1357,25.41
1358,44.15
1359,38.88
1360,62.34
1361,45.38
1362,53.89
1363,51.97
1364,46.49
1365,41.74
1366,61.24
1367,42.34
1368,18.29
1369,65.15
1370,60.3
1371,57.91
1372,54.92
1373,63.88
1374,71.57
1375,62.17
1376,54.35
1377,56.77
1378,44.88
1379,28.09
1380,59.45
1381,72.0
1382,70.91
1383,63.16
1384,67.61
1385,59.38
1386,55.51
1387,56.13
1388,34.62
1389,44.57
1390,48.74
1391,58.53
1392,48.12
1393,43.46
1394,43.97
1395,33.67
1396,45.14
1397,47.91
1398,54.77
1399,52.04
1400,47.47
1401,57.19
1402,58.55
1403,56.01
1404,62.87
1405,59.51
1406,43.07
1407,39.73
1408,54.9
1409,53.11
1410,61.87
1411,63.48
1412,57.77
1413,48.21
1414,47.6
1415,48.22
1416,46.65
1417,55.36
1418,77.8
1419,80.33
1420,61.95
1421,53.85
1422,73.67
1423,75.51
1424,52.99
1425,50.4
1426,57.5
1427,46.86
1428,30.2
1429,44.62
1430,50.65
1431,59.21
1432,54.75
1433,42.58
1434,11.87
1435,8.92
1436,36.16
1437,55.37
1438,69.91
1439,66.24
1440,71.16
1441,54.41
1442,49.71
1443,69.39
1444,59.45
1445,56.44
1446,56.69
1447,49.62
1448,36.62
1449,42.67
1450,46.83
1451,19.01
1452,47.4
1453,60.01
1454,59.8
1455,47.34
1456,33.53
1457,54.69
1458,-4.3
1459,25.92
1460,57.72
1461,49.91
1462,42.18
1463,54.55
1464,51.81
1465,34.5
1466,40.0
1467,67.67
1468,49.92
1469,40.8
1470,15.1
1471,32.61
1472,45.45
1473,45.2
1474,42.84
1475,61.73
1476,55.39
1477,53.89
1478,69.9
1479,63.0
1480,75.08
1481,85.8
1482,66.5
1483,49.09
1484,35.44
1485,50.4
1486,60.19
1487,53.07
1488,59.84
1489,55.48
1490,50.19
1491,46.72
1492,44.05
1493,53.79
1494,51.32
1495,44.55
1496,41.62
1497,6.81
1498,28.03
1499,31.97
1500,46.74
1501,45.38
1502,49.09
1503,47.62
1504,39.22
1505,39.05
1506,46.4
1507,41.31
1508,45.6
1509,43.23
1510,47.2
1511,40.14
1512,39.99
1513,44.41
1514,44.6
1515,44.21
1516,40.26
1517,45.85
1518,41.25
1519,10.22
1520,13.31
1521,31.34
1522,34.77
1523,29.02
1524,26.39
1525,7.98
1526,17.51
1527,38.67
1528,36.59
1529,18.05
1530,32.54
1531,25.21
1532,17.22
1533,0.43
1534,31.92
1535,45.34
1536,41.5
1537,39.79
1538,40.57
1539,35.61
1540,33.46
1541,32.29
1542,36.5
1543,40.19
1544,42.32
1545,39.85
1546,35.04
1547,28.63
1548,38.01
1549,33.85
1550,42.24
1551,42.02
1552,42.28
1553,38.33
1554,37.98
1555,44.4
1556,41.99
1557,42.82
1558,44.74
1559,44.9
1560,41.42
1561,37.25
1562,41.83
1563,41.62
1564,40.81
1565,40.84
1566,33.84
1567,34.52
1568,31.6
1569,-14.01
1570,14.75
1571,34.7
1572,39.31
1573,43.54
1574,31.99
1575,35.09
1576,43.15
1577,42.87
1578,25.47
1579,37.94
1580,40.7
1581,39.51
1582,30.49
1583,44.29
1584,50.47
1585,39.47
1586,45.25
1587,44.79
1588,37.61
1589,19.42
1590,39.23
1591,41.01
1592,40.85
1593,39.73
1594,42.95
1595,37.19
1596,35.36
1597,46.29
1598,43.29
1599,40.09
1600,40.67
1601,40.46
1602,36.68
1603,21.6
1604,35.35
1605,43.33
1606,41.76
1607,16.09
1608,35.81
1609,29.96
1610,21.87
1611,36.9
1612,38.99
1613,37.93
1614,36.48
1615,37.61
1616,-42.24
1617,22.5
1618,31.37
1619,44.67
1620,44.0
1621,38.51
1622,41.62
1623,30.58
1624,31.15
1625,41.66
1626,42.28
1627,41.2
1628,36.39
1629,38.69
1630,31.63
1631,20.92
1632,34.47
1633,40.52
1634,38.56
1635,35.47
1636,43.45
1637,33.25
1638,15.13
1639,32.96
1640,33.35
1641,34.66
1642,33.98
1643,35.26
1644,29.76
1645,24.66
1646,35.69
1647,37.39
1648,41.47
1649,45.91
1650,45.24
1651,37.24
1652,35.61
1653,41.56
1654,42.89
1655,45.88
1656,43.93
1657,44.81
1658,35.09
1659,31.53
1660,42.62
1661,46.6
1662,50.64
1663,50.23
1664,44.5
1665,36.16
1666,32.09
1667,45.5
1668,44.53
1669,48.46
1670,44.66
1671,43.7
1672,36.37
1673,35.15
1674,46.28
1675,42.06
1676,40.87
1677,34.72
1678,38.69
1679,12.44
1680,14.35
1681,41.24
1682,38.04
1683,38.77
1684,30.5
1685,35.69
1686,26.22
1687,27.69
1688,34.43
1689,39.8
1690,41.68
1691,36.31
1692,37.32
1693,32.29
1694,30.64
1695,45.66
1696,46.42
1697,50.83
1698,44.49
1699,41.34
1700,33.66
1701,30.11
1702,39.18
1703,35.4
1704,34.0
1705,31.72
1706,32.45
1707,35.94
1708,36.87
1709,45.51
1710,36.82
1711,33.93
1712,37.78
1713,39.02
1714,36.2
1715,23.76
1716,47.15
1717,33.87
1718,36.48
1719,43.78
1720,42.7
1721,34.65
1722,29.64
1723,44.13
1724,47.45
1725,46.74
1726,41.57
1727,38.44
1728,24.1
1729,11.06
1730,22.1
1731,42.55
1732,40.86
1733,40.07
1734,43.68
1735,36.89
1736,31.99
1737,44.63
1738,34.86
1739,35.2
1740,30.46
1741,25.97
1742,19.73
1743,22.14
1744,35.56
1745,43.63
1746,39.46
1747,43.77
1748,35.35
1749,33.09
1750,34.83
1751,43.72
1752,46.83
1753,43.51
1754,38.61
1755,36.11
1756,20.21
1757,20.76
1758,42.44
1759,48.11
1760,48.02
1761,42.63
1762,32.27
1763,27.48
1764,26.69
1765,38.7
1766,42.7
1767,51.79
1768,42.72
1769,47.12
1770,41.69
1771,40.97
1772,41.11
1773,42.2
1774,47.08
1775,45.32
1776,37.9
1777,38.1
1778,36.82
1779,41.36
1780,46.49
1781,53.25
1782,50.09
1783,43.58
1784,30.58
1785,33.47
1786,51.12
1787,47.36
1788,39.5
1789,30.49
1790,40.08
1791,42.01
1792,42.45
1793,46.18
1794,51.36
1795,47.94
1796,41.82
1797,31.1
1798,24.91
1799,-16.38
1800,23.37
1801,40.17
1802,38.12
1803,44.62
1804,36.53
1805,23.23
1806,12.68
1807,40.84
1808,36.72
1809,40.2
1810,34.65
1811,29.41
1812,28.11
1813,26.48
1814,24.5
1815,20.52
1816,27.25
1817,33.63
1818,37.82
1819,34.29
1820,30.17
1821,25.57
1822,32.74
1823,34.96
1824,38.87
1825,26.11
1826,20.32
1827,35.55
1828,38.13
1829,40.52
1830,33.58
1831,36.25
1832,34.8
1833,31.86
1834,22.64
1835,37.68
1836,23.36
1837,24.96
1838,38.17
1839,36.89
1840,31.85
1841,33.89
1842,44.53
1843,41.6
1844,45.9
1845,51.54
1846,50.24
1847,40.35
1848,33.89
1849,37.49
1850,31.61
1851,33.22
1852,32.82
1853,22.48
1854,6.84
1855,16.99
1856,27.66
1857,27.88
1858,36.2
1859,36.92
1860,36.69
1861,28.05
1862,1.57
1863,7.88
1864,11.62
1865,19.46
1866,37.59
1867,36.03
1868,20.44
1869,-8.27
1870,18.25
1871,21.87
1872,30.91
1873,28.68
1874,24.33
1875,-1.51
1876,6.95
1877,28.49
1878,24.1
1879,31.67
1880,38.44
1881,31.04
1882,8.91
1883,7.14
1884,33.18
1885,36.25
1886,39.61
1887,36.07
1888,30.48
1889,29.09
1890,17.11
1891,37.11
1892,23.25
1893,22.69
1894,12.24
1895,16.54
1896,30.27
1897,4.65
1898,31.19
1899,28.18
1900,26.42
1901,28.69
1902,25.14
1903,10.74
1904,-0.95
1905,16.98
1906,20.45
1907,23.06
1908,22.23
1909,21.55
1910,14.24
1911,4.22
1912,23.32
1913,25.17
1914,23.36
1915,19.95
1916,22.53
1917,20.15
1918,2.68
1919,17.34
1920,23.54
1921,26.51
1922,23.51
1923,23.14
1924,20.86
1925,12.45
1926,-15.97
1927,19.9
1928,20.17
1929,25.32
1930,27.77
1931,20.23
1932,7.41
1933,2.44
1934,-16.15
1935,7.88
1936,27.76
1937,20.65
1938,16.86
1939,18.89
1940,25.5
1941,25.06
1942,23.05
1943,20.0
1944,6.53
1945,12.47
1946,14.06
1947,26.38
1948,21.72
1949,21.49
1950,23.83
1951,23.78
1952,21.98
1953,12.58
1954,14.07
1955,22.27
1956,29.76
1957,22.79
1958,21.08
1959,16.96
1960,9.46
1961,19.74
1962,23.69
1963,32.05
1964,19.58
1965,18.83
1966,10.26
1967,-26.13
1968,18.63
1969,27.43
1970,22.9
1971,20.41
1972,22.69
1973,12.54
1974,1.66
1975,6.07
1976,28.34
1977,28.84
1978,26.55
1979,24.3
1980,6.69
1981,17.64
1982,31.37
1983,36.68
1984,31.36
1985,24.06
1986,20.72
1987,19.84
1988,18.51
1989,31.05
1990,34.12
1991,37.24
1992,31.8
1993,29.85
1994,24.08
1995,19.5
1996,29.58
1997,32.74
1998,35.57
1999,34.45
2000,34.8
2001,26.83
2002,17.11
2003,27.48
2004,18.35
2005,32.39
2006,38.91
2007,34.93
2008,15.4
2009,-15.34
2010,14.28
2011,31.9
2012,41.21
2013,42.42
2014,36.62
2015,28.6
2016,24.77
2017,34.18
2018,36.76
2019,41.71
2020,44.45
2021,37.58
2022,29.01
2023,27.78
2024,32.96
2025,31.71
2026,34.35
2027,35.69
2028,31.15
2029,25.52
2030,12.61
2031,32.53
2032,22.97
2033,20.75
2034,35.62
2035,38.51
2036,28.31
2037,28.19
2038,36.72
2039,36.39
2040,29.61
2041,33.28
2042,35.98
2043,32.04
2044,28.53
2045,36.98
2046,36.3
2047,35.86
2048,38.59
2049,40.83
2050,31.86
2051,28.68
2052,40.36
2053,42.39
2054,38.23
2055,38.11
2056,31.81
2057,23.83
2058,16.33
2059,44.72
2060,38.46
2061,17.89
2062,46.31
2063,40.7
2064,35.64
2065,33.82
2066,54.04
2067,49.81
2068,49.82
2069,40.54
2070,38.32
2071,33.41
2072,34.83
2073,43.54
2074,37.6
2075,36.63
2076,47.34
2077,47.81
2078,31.87
2079,20.19
2080,53.11
2081,70.2
2082,53.41
2083,46.4
2084,42.13
2085,36.54
2086,37.52
2087,61.1
2088,53.31
2089,46.43
2090,38.18
2091,41.37
2092,33.13
2093,30.03
2094,47.26
2095,58.62
2096,50.25
2097,41.02
2098,35.68
2099,16.46
2100,7.11
2101,32.09
2102,34.45
2103,36.62
2104,29.83
2105,39.97
2106,31.23
2107,32.18
2108,46.9
2109,45.23
2110,35.67
2111,40.94
2112,46.94
2113,40.76
2114,30.56
2115,44.64
2116,35.22
2117,32.61
2118,32.39
2119,44.78
2120,30.58
2121,13.38
2122,38.27
2123,34.61
2124,29.94
2125,32.65
2126,30.19
2127,31.02
2128,16.95
2129,23.4
2130,35.74
2131,40.01
2132,38.66
2133,40.54
2134,36.23
2135,36.66
2136,44.88
2137,48.15
